#OTU ID	S1_17	S2_17	S3_17	S4_17	S5_17	S6_17	S7_17	S8_17	S9_17	S10_17	S11_17	S12_17	S13_17	S14_17	sum taxonomy
forward_16S_548	7	0	3	0	1	0	0	0	2	0	1	0	1	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_549	7	0	1	1	0	1	0	0	0	0	3	1	1	0	Proteobacteria;Betaproteobacteria;NA;NA;NA;bacterium Ellin6095
forward_16S_550	6	1	0	1	0	0	1	4	0	2	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia insidiosa
forward_16S_551	5	0	5	2	0	0	1	0	0	1	1	0	0	0	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_552	5	0	0	0	7	0	0	0	0	0	3	0	0	0	Firmicutes;;;;;
forward_16S_553	4	1	1	2	1	0	0	0	2	0	1	0	3	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_554	4	2	3	0	0	0	3	0	1	0	2	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax sp. HP9A2
forward_16S_555	3	0	0	2	0	0	7	0	1	0	1	1	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
forward_16S_556	3	0	3	2	2	0	0	0	1	0	2	2	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
forward_16S_557	2	0	9	0	0	1	0	1	1	0	0	0	0	1	
forward_16S_558	2	0	1	2	0	0	9	0	0	1	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_559	2	1	2	0	5	0	0	2	1	1	1	0	0	0	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;
forward_16S_560	2	1	5	2	0	0	0	0	1	0	3	1	0	0	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_561	2	0	0	0	5	5	0	0	0	1	0	2	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_562	2	3	0	1	0	0	0	4	3	0	1	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_563	2	0	1	0	0	1	0	4	1	4	2	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_564	2	1	4	4	0	1	0	0	0	0	0	1	0	2	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;
forward_16S_565	1	0	10	0	2	0	0	0	0	0	0	1	1	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;
forward_16S_566	1	0	0	0	0	0	8	0	1	0	4	0	1	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_567	1	0	10	0	0	0	0	0	2	1	0	0	1	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_568	1	2	2	1	0	1	2	0	0	2	0	1	0	3	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
forward_16S_569	1	0	4	0	6	2	1	0	0	0	0	1	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
forward_16S_570	1	1	1	3	0	0	5	1	1	1	0	0	0	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
forward_16S_571	1	0	0	0	0	13	0	0	0	0	1	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
forward_16S_572	1	1	1	2	0	0	10	0	0	0	0	0	0	0	Actinobacteria;;;;;
forward_16S_573	1	2	1	1	0	0	2	3	2	1	0	0	0	2	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Modestobacter;Modestobacter sp. 14d2-CH09
forward_16S_574	1	2	1	4	0	0	6	0	1	0	0	0	0	0	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. L1961
forward_16S_575	1	0	2	2	0	0	3	0	2	1	4	0	0	0	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;
forward_16S_576	0	6	0	2	0	0	3	0	2	0	0	0	0	2	Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;;
forward_16S_577	0	6	0	0	0	5	0	0	0	1	2	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
forward_16S_578	0	2	0	6	0	0	4	0	0	1	0	0	1	1	Acidobacteria;Blastocatellia;NA;NA;Blastocatella;Blastocatella fastidiosa
forward_16S_579	0	1	0	0	0	0	12	0	0	0	0	0	2	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_580	0	1	0	9	0	0	4	0	0	0	1	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. BS3-3-4
forward_16S_581	0	1	1	2	0	0	11	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;;;;
forward_16S_582	0	0	8	0	0	0	0	0	6	0	0	0	0	1	Firmicutes;;;;;
forward_16S_583	0	0	4	1	0	0	4	3	0	1	1	0	0	1	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Modestobacter;Modestobacter sp. 14d2-CH09
forward_16S_584	0	0	2	3	0	0	10	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. URHD0086
forward_16S_585	0	0	1	0	1	6	5	1	0	0	1	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_586	0	0	1	1	0	0	12	0	0	1	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_587	0	0	0	2	0	0	13	0	0	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus
forward_16S_588	0	0	0	0	15	0	0	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;Spartobacteria bacterium URHD0058
forward_16S_589	0	0	0	0	15	0	0	0	0	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella;
forward_16S_590	0	0	0	0	15	0	0	0	0	0	0	0	0	0	NA;NA;Haloplasmatales;Haloplasmataceae;Haloplasma;Haloplasma contractile
forward_16S_591	0	0	0	0	15	0	0	0	0	0	0	0	0	0	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. enrichment culture clone d-1
forward_16S_592	0	0	0	0	15	0	0	0	0	0	0	0	0	0	
forward_16S_593	0	0	0	0	14	0	0	0	0	0	0	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_594	0	0	0	0	14	0	0	0	0	0	0	1	0	0	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. oral clone CA002
forward_16S_595	0	0	0	0	7	5	0	0	0	0	0	0	3	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
forward_16S_596	0	0	0	0	0	15	0	0	0	0	0	0	0	0	Proteobacteria;;;;;
forward_16S_597	0	0	0	0	0	1	0	7	0	1	5	0	0	1	Proteobacteria;;;;;
forward_16S_598	0	0	0	0	0	0	15	0	0	0	0	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;;
forward_16S_599	13	0	0	0	0	0	0	0	0	0	0	0	1	0	Firmicutes;;;;;
forward_16S_600	4	0	1	3	1	1	0	1	1	0	1	0	0	1	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;
forward_16S_601	4	1	1	2	0	0	0	1	0	2	1	0	2	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;uncultivated soil bacterium clone C019
forward_16S_602	4	0	1	2	3	0	0	1	0	0	1	1	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;
forward_16S_603	4	0	1	0	1	0	5	0	0	0	1	0	1	1	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;
forward_16S_604	4	0	0	0	0	0	10	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;
forward_16S_605	3	1	1	0	0	0	4	0	0	1	3	0	1	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete WWH14
forward_16S_606	2	0	1	0	9	0	0	0	0	0	0	2	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
forward_16S_607	2	0	1	1	0	0	3	0	0	0	1	0	6	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
forward_16S_608	2	0	0	0	0	0	0	0	0	12	0	0	0	0	;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ultimum
forward_16S_609	2	0	1	1	5	3	1	0	0	0	1	0	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;
forward_16S_610	2	0	2	1	1	0	0	0	2	0	4	0	2	0	Firmicutes;;;;;
forward_16S_611	1	0	1	5	0	0	7	0	0	0	0	0	0	0	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus terrae
forward_16S_612	1	0	0	0	5	4	2	0	0	0	0	1	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_613	1	0	0	0	12	0	0	0	0	0	0	1	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.
forward_16S_614	1	0	0	3	1	0	8	0	0	0	0	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Chelatococcaceae;Chelatococcus;
forward_16S_615	1	2	1	1	0	0	3	0	0	1	3	0	1	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
forward_16S_616	1	0	4	1	0	0	2	0	1	1	2	0	1	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;;
forward_16S_617	1	0	0	0	0	0	13	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
forward_16S_618	1	2	1	7	0	0	2	0	0	0	0	0	0	1	Acidobacteria;;;;;
forward_16S_619	1	0	0	2	4	4	0	1	0	1	1	0	0	0	Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;
forward_16S_620	1	1	0	0	0	0	0	8	4	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_621	1	1	0	0	0	0	0	5	1	0	0	0	0	6	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_622	1	0	0	4	0	0	9	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;;
forward_16S_623	1	0	1	1	0	0	6	0	1	0	0	3	1	0	Proteobacteria;Betaproteobacteria;;;;
forward_16S_624	1	0	0	0	0	0	0	7	6	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus badius
forward_16S_625	0	10	0	0	0	0	0	2	0	0	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia sp. GP0207
forward_16S_626	0	6	0	3	0	0	2	2	0	0	0	1	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;
forward_16S_627	0	4	0	2	0	0	1	3	0	0	0	0	0	4	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus
forward_16S_628	0	4	0	0	0	0	0	0	0	2	0	0	0	8	;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ultimum
forward_16S_629	0	3	0	0	0	0	1	6	3	0	0	0	0	1	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;
forward_16S_630	0	2	0	0	0	0	11	0	0	0	0	1	0	0	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;
forward_16S_631	0	1	0	4	0	0	3	2	2	1	0	0	0	1	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
forward_16S_632	0	1	3	1	0	0	1	1	0	4	0	3	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. R153-1
forward_16S_633	0	1	0	0	0	0	0	4	1	2	0	0	0	6	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_634	0	0	14	0	0	0	0	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;;
forward_16S_635	0	0	11	1	0	0	0	0	1	0	0	1	0	0	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;
forward_16S_636	0	0	10	3	0	0	0	0	1	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;NA;NA;NA;endosymbiont of Ridgeia piscesae
forward_16S_637	0	0	0	2	0	0	9	1	1	0	0	0	0	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;;
forward_16S_638	0	0	0	1	0	0	13	0	0	0	0	0	0	0	;;;;;
forward_16S_639	0	0	0	1	7	5	0	0	0	0	0	1	0	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin507
forward_16S_640	0	0	0	0	14	0	0	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_641	0	0	0	0	12	1	0	0	0	0	0	1	0	0	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;bacterium Ellin516
forward_16S_642	0	0	0	0	12	0	0	0	0	0	0	2	0	0	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;
forward_16S_643	0	0	0	0	8	5	0	0	0	0	0	1	0	0	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;;
forward_16S_644	0	0	0	0	1	0	0	8	0	0	0	0	0	5	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_645	0	0	0	0	0	0	14	0	0	0	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;;
forward_16S_646	0	0	0	0	0	0	14	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;
forward_16S_647	0	0	0	0	0	0	0	14	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
forward_16S_648	0	0	0	0	0	0	0	14	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;;;;
forward_16S_649	12	0	1	0	0	0	0	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_650	6	0	2	0	2	0	0	0	0	0	2	0	0	1	Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;metal-contaminated soil clone K20-75
